title,category,venue_name,venue_map_url,price_text,tickets_url,detail_url,description,duration_minutes,price_min,price_max,venue_lat,venue_lng,date,time,language,id,price_currency
Feeskunstenaars: Uitstalling,,,,,,https://woordfees.co.za/program/feeskunstenaars-uitstalling/,,,,,,,,,AFR,feeskunstenaars-uitstalling,
Filmmaakwerksessie met Pluto Panoussis: Dignity in Disgrace,,,,,,https://woordfees.co.za/program/filmmaakwerksessie-met-pluto-panoussis-dignity-in-disgrace/,,,,,,,,,AFR,filmmaakwerksessie-met-pluto-panoussis-dignity-in-disgrace,
Frank Opperman: Oppermanaf,,,,,https://www.quicket.co.za/events/318660-frank-opperman-opperman-af/?preview=t,https://woordfees.co.za/program/frank-opperman-oppermanaf/,,,,,,,,,AFR,frank-opperman-oppermanaf,
From Cape Town to Leipzig,,,,,https://www.quicket.co.za/events/318604-from-cape-town-to-leipzig/?preview=t,https://woordfees.co.za/program/from-cape-town-to-leipzig/,,,,,,,,,AFR,from-cape-town-to-leipzig,
GAT,,,,,https://www.quicket.co.za/events/319589-gat/?preview=t,https://woordfees.co.za/program/gat/,,,,,,,,,AFR,gat,
GENZ IRL,,,,,,https://woordfees.co.za/program/naggesprekke-driftig-in-die-doker-genz-irl/,,,,,,,,,AFR,genz-irl,
Gabriel’s Oboe,,,,,https://www.quicket.co.za/events/318606-gabriels-oboe/?preview=t,https://woordfees.co.za/program/gabriels-oboe/,,,,,,,,,AFR,gabriels-oboe,
"Gayle, taal van verset",,,,,,https://woordfees.co.za/program/gesprekke-oor-afrikaans-gayle-kodetaal-van-die-liefde/,,,,,,,,,AFR,gayle-taal-van-verset,
Gebou soos Steffi Graf,,,,,https://www.quicket.co.za/events/319756-gebou-soos-steffi-graf?preview=t#/,https://woordfees.co.za/program/gebou-soos-steffi-graf/,,,,,,,,,AFR,gebou-soos-steffi-graf,
Gerda Taljaard: Die grafdigter,,,,,https://www.quicket.co.za/events/319645-gerda-taljaard-die-grafdigter/?preview=t,https://woordfees.co.za/program/gerda-taljaard-die-grafdigter/,,,,,,,,,AFR,gerda-taljaard-die-grafdigter,
"Geseënd, gewild, gelees",,,,,https://www.quicket.co.za/events/319646-gesend-gewild-gelees/#/,https://woordfees.co.za/program/geseend-gewild-gelees/,,,,,,,,,AFR,geseënd-gewild-gelees,
Geskiedenisdag: Historiese boeke,,,,,https://www.quicket.co.za/events/320492-geskiedenisdag-dagkaartjie/?ref=events-list#/,https://woordfees.co.za/program/geskiedenisdag-historiese-boeke/,,,,,,,,,AFR,geskiedenisdag-historiese-boeke,
Geslagsregister: Die politiek vanfamilieboerdery,,,,,,https://woordfees.co.za/program/geslagsregister-die-politiek-vanfamilieboerdery/,,,,,,,,,AFR,geslagsregister-die-politiek-vanfamilieboerdery,
Gesprekke en menings: Filosofiekafee,,,,,https://www.quicket.co.za/events/318673-filosofiekafee/?preview=t#/,https://woordfees.co.za/program/gesprekke-en-menings-filosofiekafee/,,,,,,,,,AFR,gesprekke-en-menings-filosofiekafee,
Grommels,,,,,https://www.quicket.co.za/events/318610-grommels/?preview=t,https://woordfees.co.za/program/grommels/,,,,,,,,,AFR,grommels,
Généalogie de la violence (genealogie van geweld),,,,,,https://woordfees.co.za/program/genealogie-de-la-violence-genealogie-van-geweld/,,,,,,,,,AFR,généalogie-de-la-violence-genealogie-van-geweld,
Hentie van der Merwe: After de Jongh,,,,,,https://woordfees.co.za/program/hentie-van-der-merwe-after-de-jongh/,,,,,,,,,AFR,hentie-van-der-merwe-after-de-jongh,
High School Poetry Slam,,,,,https://www.quicket.co.za/events/320279-high-school-poetry-slam/?preview=t,https://woordfees.co.za/program/high-school-poetry-slam/,,,,,,,,,AFR,high-school-poetry-slam,
Hoe speel die orrel sit-sit so?,,,,,https://www.quicket.co.za/events/319753-hoe-speel-die-orrel-sit-sit-so/?preview=t,https://woordfees.co.za/program/hoe-speel-die-orrel-sit-sit-so/,,,,,,,,,AFR,hoe-speel-die-orrel-sit-sit-so,
Hollywood on the Veld,,,,,https://www.quicket.co.za/events/319650-hollywood-on-the-veld/?preview=t,https://woordfees.co.za/program/hollywood-on-the-veld/,,,,,,,,,AFR,hollywood-on-the-veld,
Hoort,,,,,https://www.quicket.co.za/events/318614-hoort/?preview=t,https://woordfees.co.za/program/hoort/,,,,,,,,,AFR,hoort,
Hortjies dig: Die storie van die digter Peter Blum,,,,,https://www.quicket.co.za/events/318676-hortjies-dig-die-storie-van-digter-peter-blum/?preview=t,https://woordfees.co.za/program/hortjies-dig-die-storie-van-die-digter-peter-blum/,,,,,,,,,AFR,hortjies-dig-die-storie-van-die-digter-peter-blum,
Huis van sand,,,,,https://www.quicket.co.za/events/318521-huis-van-sand/?preview=t,https://woordfees.co.za/program/huis-van-sand/,,,,,,,,,AFR,huis-van-sand,
Hunger Games: How Writers Survive,,,,,https://www.quicket.co.za/events/319653-hunger-games-how-writers-survive/?preview=t,https://woordfees.co.za/program/hunger-games-how-writers-survive/,,,,,,,,,AFR,hunger-games-how-writers-survive,
In die naam van vrede / In the Name of Peace,,,,,https://www.quicket.co.za/events/318340-in-the-name-of-peacein-die-naam-van-vrede/,https://woordfees.co.za/program/in-die-naam-van-vrede-in-the-name-of-peace/,,,,,,,,,AFR,in-die-naam-van-vrede-in-the-name-of-peace,
In sy element,,,,,https://www.quicket.co.za/events/319717-dag-van-posie-in-sy-element/?preview=t,https://woordfees.co.za/program/in-sy-element/,,,,,,,,,AFR,in-sy-element,
InVia-gespreksreeks: Ontdoof: Fluisterings in stilte,,,,,,https://woordfees.co.za/program/invia-gespreksreeks-ontdoof-fluisterings-in-stilte/,,,,,,,,,AFR,invia-gespreksreeks-ontdoof-fluisterings-in-stilte,
InVia-gespreksreeks: Stil-weg: Gedagtes oor stilte en vertroue,,,,,,https://woordfees.co.za/program/invia-gespreksreeks-stil-weg-gedagtes-oor-stilte-en-vertroue/,,,,,,,,,AFR,invia-gespreksreeks-stil-weg-gedagtes-oor-stilte-en-vertroue,
Indigenous Garden Plants: A Garden Walk,,,,,https://www.quicket.co.za/events/320287-indigenous-garden-plants-a-garden-walk/?preview=t,https://woordfees.co.za/program/indigenous-garden-plants-a-garden-walk/,,,,,,,,,AFR,indigenous-garden-plants-a-garden-walk,
Jazz at the Konserve: Ramon Alexander Quintet – The throwback project,,,,,https://www.quicket.co.za/events/319730-jazz-at-the-konserve-ramon-alexander-trio/?preview=t,https://woordfees.co.za/program/jazz-at-the-konserve-ramon-alexander-quintet-the-throwback-project/,,,,,,,,,AFR,jazz-at-the-konserve-ramon-alexander-quintet-the-throwback-project,
Jazz at the Konserve: Schalk Joubert Band ft. Sima Mashazi,,,,,https://www.quicket.co.za/events/319593-jazz-at-the-konserve-schalk-joubert-band-ft-sima-mashazi/?preview=t,https://woordfees.co.za/program/jazz-at-the-konserve-schalk-joubert-band-ft-sima-mashazi/,,,,,,,,,AFR,jazz-at-the-konserve-schalk-joubert-band-ft-sima-mashazi,
Jazz at the Konserve: The Melisizwe Plaatjie Collective,,,,,https://www.quicket.co.za/events/319729-jazz-at-the-konserve-the-melisizwe-plaatjie-collective/?preview=t,https://woordfees.co.za/program/jazz-at-the-konserve-the-melisizwe-plaatjie-collective/,,,,,,,,,AFR,jazz-at-the-konserve-the-melisizwe-plaatjie-collective,
Jazzart Dance Theatre: Portals and petals; the subtle alchemy of my grandmother’s dreams,,,,,https://www.quicket.co.za/events/318680-jazzart-showcase/?preview=t,https://woordfees.co.za/program/jazzart-showcase/,,,,,,,,,AFR,jazzart-dance-theatre-portals-and-petals-the-subtle-alchemy-of-my-grandmothers-dreams,
Joe Barber 25,,,,,https://www.quicket.co.za/events/319675-joe-barber?preview=t#/,https://woordfees.co.za/program/joe-barber-25/,,,,,,,,,AFR,joe-barber-25,
Jopie Fourie: ’n Besinning,,,,,https://www.quicket.co.za/events/319657-geskiedenisdag-jopie-fourie-n-besinning/?preview=t,https://woordfees.co.za/program/jopie-fourie-n-besinning/,,,,,,,,,AFR,jopie-fourie-n-besinning,
Joshlin: Meer as ’n naam,,,,,https://www.quicket.co.za/events/318526-joshlin/?preview=t,https://woordfees.co.za/program/joshlin-meer-as-n-naam/,,,,,,,,,AFR,joshlin-meer-as-n-naam,
Jou mase taal: Afrikaans se komvandaans en waarnatoes,,,,,,https://woordfees.co.za/program/gesprekke-oor-afrikaans-jou-mase-taal-afrikaans-se-komvandaans-en-waarnatoes/,,,,,,,,,AFR,jou-mase-taal-afrikaans-se-komvandaans-en-waarnatoes,
Jy sal my nie glo nie,,,,,https://www.quicket.co.za/events/318616-jy-sal-my-nie-glo-nie/?preview=t,https://woordfees.co.za/program/jy-sal-my-nie-glo-nie/,,,,,,,,,AFR,jy-sal-my-nie-glo-nie,
Jy wil wát word?!,,,,,,https://woordfees.co.za/program/naggesprekke-driftig-in-die-donker-jy-wil-wat-word/,,,,,,,,,AFR,jy-wil-wát-word,
Kamphoer – die verhaal van Susan Nell,,,,,https://www.quicket.co.za/events/331883-kamphoer/#/,https://woordfees.co.za/program/kamphoer-die-verhaal-van-susan-nell/,,,,,,,,,AFR,kamphoer-die-verhaal-van-susan-nell,
Karnaval van die diere,,,,,https://www.quicket.co.za/events/318609-karnaval-van-die-diere/?preview=t,https://woordfees.co.za/program/karnaval-van-die-diere/,,,,,,,,,AFR,karnaval-van-die-diere,
Kinderlê,,,,,https://www.quicket.co.za/events/319620-kinderl?preview=t#/,https://woordfees.co.za/program/kinderle/,,,,,,,,,AFR,kinderlê,
Klankbord van liefde: Tussen hartseer en hoop,,,,,https://www.quicket.co.za/events/320266-klankbord-van-liefde-tussen-hartseer-en-hoop/?preview=t,https://woordfees.co.za/program/klankbord-van-liefde-tussen-hartseer-en-hoop/,,,,,,,,,AFR,klankbord-van-liefde-tussen-hartseer-en-hoop,
Klavier-extravaganza II,,,,,https://www.quicket.co.za/events/318612-klavier-extravaganza-ii/?preview=t,https://woordfees.co.za/program/klavier-extravaganza-ii/,,,,,,,,,AFR,klavier-extravaganza-ii,
Kleurglasvensters van die Moederkerk,,,,,https://www.quicket.co.za/events/319754-kleurglasvensters-van-die-moederkerk/?preview=t,https://woordfees.co.za/program/kleurglasvensters-van-die-moederkerk/,,,,,,,,,AFR,kleurglasvensters-van-die-moederkerk,
Koesterkos,,,,,https://www.quicket.co.za/events/320280-koesterkos/#/,https://woordfees.co.za/program/koesterkos/,,,,,,,,,AFR,koesterkos,
Koffiekan: Bach se Koffiekantate (in Afrikaans) en ander Afrikaanse koffietreffers,,,,,https://www.quicket.co.za/events/318615-koffiekan/?preview=t,https://woordfees.co.za/program/koffiekan-bach-se-koffiekantate-in-afrikaans-en-ander-afrikaanse-koffietreffers/,,,,,,,,,AFR,koffiekan-bach-se-koffiekantate-in-afrikaans-en-ander-afrikaanse-koffietreffers,
Kompoun,,,,,https://www.quicket.co.za/events/318569-kompoun/?preview=t,https://woordfees.co.za/program/kompoun/,,,,,,,,,AFR,kompoun,
"Koos, Koos en andermeesters: 100 jaar se wenresepte",,,,,https://www.quicket.co.za/events/318620-koos-koos-en-ander-meesters-100-jaar-se-wenresepte/?preview=t,https://woordfees.co.za/program/koos-koos-en-andermeesters-100-jaar-se-wenresepte/,,,,,,,,,AFR,koos-koos-en-andermeesters-100-jaar-se-wenresepte,
"Kruger & Tutu: Wit, swart en volkleur serenades",,,,,https://www.quicket.co.za/events/318624-kruger-tutu-wit-swart-en-volkleur-serenades/?preview=t,https://woordfees.co.za/program/kruger-tutu-wit-swart-en-volkleur-serenades/,,,,,,,,,AFR,kruger-tutu-wit-swart-en-volkleur-serenades,
Kuns op straat,,,,,https://www.quicket.co.za/events/320469-kuns-op-straat/?preview=t,https://woordfees.co.za/program/kuns-op-straat/,,,,,,,,,AFR,kuns-op-straat,
"Liefde, Lafras",,,,,https://www.quicket.co.za/events/318529-liefde-lafras/?preview=t,https://woordfees.co.za/program/liefde-lafras/,,,,,,,,,AFR,liefde-lafras,
Liefdesbriewe,,,,,https://www.quicket.co.za/events/318577-liefdesbriewe/?preview=t,https://woordfees.co.za/program/liefdesbriewe/,,,,,,,,,AFR,liefdesbriewe,
Liewe Heksie en die wals,,,,,https://www.quicket.co.za/events/318627-liewe-heksie-en-die-wals/?preview=t,https://woordfees.co.za/program/liewe-heksie-en-die-wals/,,,,,,,,,AFR,liewe-heksie-en-die-wals,
Liszt: Harmonies Poétiques et religieuses,,,,,https://www.quicket.co.za/events/318699-liszt-harmonies-potiques-et-religieuses-italiaanse-kunsliedere-van-die-belle-po/?preview=t,https://woordfees.co.za/program/liszt-harmonies-poetiques-et-religieuses/,,,,,,,,,AFR,liszt-harmonies-poétiques-et-religieuses,
Little Maestros: Classical concerts for families,,,,,https://www.quicket.co.za/events/318418-little-maestros/?preview=t,https://woordfees.co.za/program/litttle-maestros-classical-concerts-for-families/,,,,,,,,,AFR,little-maestros-classical-concerts-for-families,
Lize Beekman: Tussen hier en daar,,,,,https://www.quicket.co.za/events/318629-lize-beekman-tussen-hier-en-daar/?preview=t,https://woordfees.co.za/program/lize-beekman-tussen-hier-en-daar/,,,,,,,,,AFR,lize-beekman-tussen-hier-en-daar,
Luna Duo & Juliet-strykkwartet,,,,,https://www.quicket.co.za/events/318535-luna-duo-and-juliet-string-quartet-in-concert/?preview=t,https://woordfees.co.za/program/luna-duo-juliet-strykkwartet/,,,,,,,,,AFR,luna-duo-juliet-strykkwartet,
Luna Paige: Die reisigers,,,,,https://www.quicket.co.za/events/318662-luna-paige-die-reisigers/?preview=t,https://woordfees.co.za/program/luna-paige-die-reisigers/,,,,,,,,,AFR,luna-paige-die-reisigers,
MOFFIE,,,,,https://www.quicket.co.za/events/318536-moffie/?preview=t,https://woordfees.co.za/program/moffie/,,,,,,,,,AFR,moffie,
Maak boerseep met Canettevallei,,,,,https://www.quicket.co.za/events/320531-maak-boerseep-met-canettevallei/?preview=t,https://woordfees.co.za/program/maak-boerseep-met-canettevallei/,,,,,,,,,AFR,maak-boerseep-met-canettevallei,
Magda en haar Erhard: How “Louw” can you go?,,,,,https://www.quicket.co.za/events/319681-magda-en-haar-erhard-how-louw-can-you-go?preview=t#/,https://woordfees.co.za/program/magda-en-haar-erhard-how-louw-can-you-go/,,,,,,,,,AFR,magda-en-haar-erhard-how-louw-can-you-go,
Mandisi Dyantyis,,,,,https://www.quicket.co.za/events/318513-mandisi-dyantyis/?preview=t,https://woordfees.co.za/program/mandisi-dyantyis/,,,,,,,,,AFR,mandisi-dyantyis,
Marc Eugene Lottering,,,,,https://www.quicket.co.za/events/318681-marc-eugene-lottering/?preview=t,https://woordfees.co.za/program/marc-eugene-lottering/,,,,,,,,,AFR,marc-eugene-lottering,
Marion Monroe,,,,,https://www.quicket.co.za/events/319685-marion-monroe?preview=t#/,https://woordfees.co.za/program/marion-monroe/,,,,,,,,,AFR,marion-monroe,
Marita van der Vyver: Van vrees na vryheid,,,,,https://www.quicket.co.za/events/319659-marita-van-der-vyver-van-vrees-na-vryheid/?preview=t,https://woordfees.co.za/program/marita-van-der-vyver-van-vrees-na-vryheid/,,,,,,,,,AFR,marita-van-der-vyver-van-vrees-na-vryheid,
Masch Fashion Show: From Catwalk to Aisle,,,,,https://www.quicket.co.za/events/320532-masch-fashion-show-from-catwalk-to-aisle/?preview=t,https://woordfees.co.za/program/masch-fashion-show-from-catwalk-to-aisle/,,,,,,,,,AFR,masch-fashion-show-from-catwalk-to-aisle,
Mawimbi,,,,,,https://woordfees.co.za/program/mawimbi/,,,,,,,,,AFR,mawimbi,
Maze of the Mind,,,,,https://www.quicket.co.za/events/318684-maze-of-the-mind/?preview=t,https://woordfees.co.za/program/maze-of-the-mind/,,,,,,,,,AFR,maze-of-the-mind,
Meditasie in die Dylan Lewis-beeldtuin,,,,,https://www.quicket.co.za/events/320466-meditasie-in-die-dylan-lewis-beeldtuin/?preview=t,https://woordfees.co.za/program/meditasie-in-die-dylan-lewis-beeldtuin/,,,,,,,,,AFR,meditasie-in-die-dylan-lewis-beeldtuin,
"Mel vertel, Portchie paint!",,,,,https://www.quicket.co.za/events/319591-mel-vertel-portchie-paint/?preview=t,https://woordfees.co.za/program/mel-vertel-portchie-paint/,,,,,,,,,AFR,mel-vertel-portchie-paint,
"Menopouse: Gedeelde ervaring, ligter reis",,,,,https://www.quicket.co.za/events/320476-menopouse-gedeelde-ervaring-ligter-reis/?preview=t,https://woordfees.co.za/program/menopouse-gedeelde-ervaring-ligter-reis/,,,,,,,,,AFR,menopouse-gedeelde-ervaring-ligter-reis,
Middel van êrens,,,,,,https://woordfees.co.za/program/middel-van-erens/,,,,,,,,,AFR,middel-van-êrens,
Mike Bolhuis: Valskermbataljon-verhale,,,,,https://www.quicket.co.za/events/319660-mike-bolhuis-valskermbataljon-verhale/?preview=t,https://woordfees.co.za/program/mike-bolhuis-valskermbataljon-verhale/,,,,,,,,,AFR,mike-bolhuis-valskermbataljon-verhale,
Milisuthando,,,,,https://www.quicket.co.za/events/320508-milisuthando/?preview=t,https://woordfees.co.za/program/milisuthando/,,,,,,,,,AFR,milisuthando,
Miracle Tree,,,,,https://www.quicket.co.za/events/318537-miracle-tree/?preview=t,https://woordfees.co.za/program/miracle-tree/,,,,,,,,,AFR,miracle-tree,
Misdaadtoneel,,,,,https://www.quicket.co.za/events/319662-misdaadtoneel/?preview=t,https://woordfees.co.za/program/misdaadtoneel/,,,,,,,,,AFR,misdaadtoneel,
Moederkerk-orrelweek: Arnold Miller,,,,,https://www.quicket.co.za/events/319743-moederkerk-orrelweek-arnold-miller/?preview=t,https://woordfees.co.za/program/moederkerk-orrelweek-arnold-miller/,,,,,,,,,AFR,moederkerk-orrelweek-arnold-miller,
Moederkerk-orrelweek: Christiaan Carstens,,,,,https://www.quicket.co.za/events/319745-moederkerk-orrelweek-christiaan-carstens/?preview=t,https://woordfees.co.za/program/moederkerk-orrelweek-christiaan-carstens/,,,,,,,,,AFR,moederkerk-orrelweek-christiaan-carstens,
Moederkerk-orrelweek: Louna Stofberg,,,,,https://www.quicket.co.za/events/319746-moederkerk-orrelweek-louna-stofberg/?preview=t,https://woordfees.co.za/program/moederkerk-orrelweek-louna-stofberg/,,,,,,,,,AFR,moederkerk-orrelweek-louna-stofberg,
Moederkerk-orrelweek: Winand Grundling,,,,,https://www.quicket.co.za/events/319749-moederkerk-orrelweek-winand-grundling/?preview=t,https://woordfees.co.za/program/moederkerk-orrelweek-winand-grundling/,,,,,,,,,AFR,moederkerk-orrelweek-winand-grundling,
Moederkerk-orrelweek: Zorada Temmingh,,,,,https://www.quicket.co.za/events/319752-moederkerk-orrelweek-zorada-temmingh/?preview=t,https://woordfees.co.za/program/moederkerk-orrelweek-zorada-temmingh/,,,,,,,,,AFR,moederkerk-orrelweek-zorada-temmingh,
Moedswil en muitery,,,,,https://www.quicket.co.za/events/318678-moedswil-en-muitery/?preview=t,https://woordfees.co.za/program/moedswil-en-muitery/,,,,,,,,,AFR,moedswil-en-muitery,
Moonlit Menagerie,,,,,https://www.quicket.co.za/events/318540-moonlit-menagerie/?preview=t,https://woordfees.co.za/program/moonlit-menagerie/,,,,,,,,,AFR,moonlit-menagerie,
Moordballades en ander minder vrolike verse uit die Groot Vreseboek,,,,,https://www.quicket.co.za/events/318671-moordballades/?preview=t,https://woordfees.co.za/program/moordballades-en-ander-minder-vrolike-verse-uit-die-groot-vreseboek/,,,,,,,,,AFR,moordballades-en-ander-minder-vrolike-verse-uit-die-groot-vreseboek,
Mort d’un acteur (Dood van ‘n akteur),,,,,,https://woordfees.co.za/program/mort-dun-acteur-dood-van-n-akteur/,,,,,,,,,AFR,mort-dun-acteur-dood-van-n-akteur,
Mozart in kwartet,,,,,https://www.quicket.co.za/events/318618-mozart-in-kwartet/?preview=t,https://woordfees.co.za/program/mozart-in-kwartet/,,,,,,,,,AFR,mozart-in-kwartet,
Musiek in gesprek,,,,,,https://woordfees.co.za/program/naggesprekke-driftig-in-die-donker-musiek-in-gesprek/,,,,,,,,,AFR,musiek-in-gesprek,
My Name is Lucy Barton,,,,,https://www.quicket.co.za/events/319758-my-name-is-lucy-barton?preview=t#/,https://woordfees.co.za/program/my-name-is-lucy-barton/,,,,,,,,,AFR,my-name-is-lucy-barton,
Neon Dreams & Booshle G,,,,,https://www.quicket.co.za/events/319865-neon-dreams-booshle-g/?preview=t,https://woordfees.co.za/program/neon-dreams-booshle-g/,,,,,,,,,AFR,neon-dreams-booshle-g,
Net een eerste keer,,,,,https://www.quicket.co.za/events/319667-net-een-eerste-keer/?preview=t,https://woordfees.co.za/program/net-een-eerste-keer/,,,,,,,,,AFR,net-een-eerste-keer,
Netwerk24-gespreksreeks: KI in die klaskamer,,,,,,https://woordfees.co.za/program/netwerk24-gespreksreeks-ki-in-die-klaskamer/,,,,,,,,,AFR,netwerk24-gespreksreeks-ki-in-die-klaskamer,
Netwerk24-gespreksreeks: NGV en die toekoms van private mediese sorg,,,,,,https://woordfees.co.za/program/netwerk24-gespreksreeks-ngv-en-die-toekoms-van-private-mediese-sorg/,,,,,,,,,AFR,netwerk24-gespreksreeks-ngv-en-die-toekoms-van-private-mediese-sorg,
